code,film,revenue,budget,language,popularity,runtime,vote.average,vote.count,id,tagline,release.date,genres,certification,month_release,year_release,lustrum,log_popularity,log_revenue,time,name
28,Transporter 2,85167639,32000000,en,14.556,87,6.3,2063,9335,The Best In The Business Is Back In The Game.,2005-Aug-02,"[28, 53, 80]",PG-13,August,2005,2005-2010,2.67800327974991,18.2601320957045,genre1,Action
28,The Hitcher,5844868,6000000,en,7.633,98,7,412,9542,Never pick-up a stranger.,1986-Feb-21,"[27, 28, 53]",R,February,1986,1985-1990,2.03248095281633,15.5810745692287,genre2,Action
28,The Fugitive,368875760,44000000,en,15.672,131,7.4,2373,5503,A murdered wife. A one-armed man. An obsessed detective. The chase begins.,1993-Aug-06,"[12, 28, 53, 80, 9648]",PG-13,August,1993,1990-1995,2.75187568064224,19.7259704515438,genre2,Action
28,Westworld,,,en,8.741,88,6.7,682,2362,Westworld ...where robot men and women are programmed to serve you for ...Romance ...Violence ...Anything,1973-Nov-21,"[28, 12, 18, 27, 878, 53, 37]",PG-13,November,1973,1970-1975,2.16802459959835,-Inf,genre1,Action
28,King Arthur: Legend of the Sword,146175066,175000000,en,15.132,126,6.5,3718,274857,From nothing comes a King,2017-May-10,"[28, 18, 14]",PG-13,May,2017,2015-2020,2.71681170677078,18.8003155435395,genre1,Action
28,Mystery Men,29762011,68000000,en,10.222,121,5.8,447,9824,"We're not your classic heroes, we're the other guys.",1999-Aug-06,"[28, 12, 35, 14, 878]",PG-13,August,1999,1995-2000,2.32454226034609,17.2087433395709,genre1,Action
28,Project A 2,,,cn,9.12,101,7,101,21521,This A Is For Action!,1987-Aug-19,"[28, 35]",PG-13,August,1987,1985-1990,2.21046980408624,-Inf,genre1,Action
28,Sherlock Holmes: A Game of Shadows,334615000,125000000,en,15.989,129,7.1,7080,58574,The game is afoot.,2011-Nov-22,"[28, 12, 80, 9648]",PG-13,November,2011,2010-2015,2.77190098580328,19.6284911751595,genre1,Action
28,The Eagle Has Landed,,,en,6.197,135,6.5,150,11372,The daring World War II plot that changed the course of history.,1976-Dec-24,"[12, 18, 28, 53, 10752]",PG,December,1976,1975-1980,1.82406530397997,-Inf,genre3,Action
28,Lethal Weapon,120207127,15000000,en,12.232,110,7.2,2600,941,If these two can learn to stand each other... the bad guys don't stand a chance.,1987-Mar-06,"[28, 12, 35, 80, 53]",R,March,1987,1985-1990,2.50405546862676,18.6047268711529,genre1,Action
28,Wild Wild West,222104681,170000000,en,12.899,106,5.3,2064,8487,It's a whole new west.,1999-Jun-29,"[28, 12, 35, 878, 37]",PG-13,June,1999,1995-2000,2.557149788983,19.2186593647344,genre1,Action
28,Mission: Impossible - Fallout,791017452,178000000,en,282.111,148,7.3,4675,353081,Some Missions Are Not A Choice,2018-Jul-13,"[28, 12]",PG-13,July,2018,2015-2020,5.64230061051253,20.4888305886997,genre1,Action
28,Star Wars: Episode II - Attack of the Clones,649398328,120000000,en,14.62,142,6.5,8288,1894,A Jedi Shall Not Know Anger. Nor Hatred. Nor Love.,2002-May-15,"[28, 12, 878]",PG,May,2002,2000-2005,2.68239045432163,20.2915568429454,genre1,Action
28,Boyka: Undisputed IV,,,en,13.468,87,6.3,542,348893,Boyka is back!,2016-Aug-01,"[28, 80, 53]","",August,2016,2015-2020,2.60031650129883,-Inf,genre1,Action
28,Soldier Blue,,,en,5.597,112,7.3,85,14384,The most savage film in history!,1970-Aug-12,"[37, 28, 18]",R,August,1970,1970-1975,1.72223073990922,-Inf,genre2,Action
28,Guardians of the Galaxy,772776600,170000000,en,120.19,121,7.9,19879,118340,All heroes start somewhere.,2014-Jul-30,"[28, 12, 878]",PG-13,July,2014,2010-2015,4.7890738239647,20.465500560901,genre1,Action
28,Another 48 Hrs.,153518974,38000000,en,8.069,95,6,406,11595,The boys are back in town.,1990-Jun-08,"[28, 35, 80, 18, 53]",R,June,1990,1990-1995,2.08802955886637,18.8493347264731,genre1,Action
28,Dragon Ball Z: Bojack Unbound,,,ja,10.101,51,6.7,252,39105,"",1993-Jul-10,"[28, 16, 878]",PG,July,1993,1990-1995,2.31263442884705,-Inf,genre1,Action
28,Hard Target,74189677,18000000,en,11.171,97,6.2,495,2019,Don't hunt what you can't kill.,1993-Aug-20,"[28, 12, 80, 18, 53]",R,August,1993,1990-1995,2.41332113458871,18.1221355744698,genre1,Action
28,You Don't Mess with the Zohan,201596308,90000000,en,11.898,113,5.5,2239,10661,Lather. Rinse. Save the world.,2008-Jun-05,"[28, 35]",PG-13,June,2008,2005-2010,2.47637031876571,19.1217777805017,genre1,Action
28,Sucker Punch,89792502,82000000,en,17.563,110,6.1,3016,23629,You will be unprepared,2011-Mar-24,"[28, 14, 53]",PG-13,March,2011,2010-2015,2.8657944164396,18.3130120331271,genre1,Action
28,Bad Boys II,273339556,130000000,en,21.206,147,6.5,3115,8961,"If you can't stand the heat, get out of Miami.",2003-Jul-18,"[28, 12, 35, 80, 53]",R,July,2003,2000-2005,3.05428416050361,19.426225375149,genre1,Action
28,Street Fighter,99423521,35000000,en,10.248,102,4.3,757,11667,The fight to save the world is on!,1994-Dec-23,"[28, 12, 53, 18, 878]",PG-13,December,1994,1990-1995,2.32708256459443,18.4148992734131,genre1,Action
28,Midway,123114406,100000000,en,52.568,138,6.7,447,522162,One battle turned the tide of war,2019-Nov-06,"[28, 18, 36, 10752]",PG-13,November,2019,2015-2020,3.96210756959557,18.6286246111151,genre1,Action
28,Superman IV: The Quest for Peace,19300000,17000000,en,9.572,90,4.4,655,11411,"Nuclear Power. In the best hands, it is dangerous. In the hands of Lex Luthor, it is pure evil. This is Superman's greatest battle. And it is for all of us.",1987-Jul-23,"[28, 12, 878]",PG,July,1987,1985-1990,2.25884217004613,16.7756156538751,genre1,Action
28,Edge of Tomorrow,370541256,178000000,en,21.49,113,7.6,9004,137113,"Live, Die, Repeat",2014-May-27,"[28, 878]",PG-13,May,2014,2010-2015,3.06758771065442,19.7304753487279,genre1,Action
28,Superhero Movie,25871834,35000000,en,11.224,85,5.1,990,11918,The greatest Superhero movie of all time! (not counting all the others),2008-Mar-27,"[28, 35, 878]",PG-13,March,2008,2005-2010,2.41805434280016,17.0686654445756,genre1,Action
28,The 36th Chamber of Shaolin,,,cn,9.397,115,7.6,160,11841,"",1978-Feb-02,"[28, 12]",NR,February,1978,1975-1980,2.24039048940093,-Inf,genre1,Action
28,World War Z,531865000,200000000,en,21.02,116,6.7,10113,72190,Remember Philly!,2013-Jun-20,"[28, 18, 27, 878, 53]",PG-13,June,2013,2010-2015,3.04547436544881,20.0919002557051,genre1,Action
28,Thief,4300000,,en,8.043,123,7.2,250,11524,"Tonight, his take home pay is $410,000... tax free.",1981-Mar-27,"[28, 80, 53]",R,March,1981,1980-1985,2.08480214792193,15.2741255806638,genre1,Action
28,The Karate Kid,90815558,8000000,en,13.969,126,7,2024,1885,Only the 'Old One' could teach him the secrets of the masters.,1984-Jun-22,"[18, 28]",PG,June,1984,1980-1985,2.63684058874541,18.3243411725062,genre2,Action
28,Deadpool 2,741547413,110000000,en,30.494,121,7.5,10558,383498,Prepare for the Second Coming.,2018-May-10,"[28, 12, 35]",R,May,2018,2015-2020,3.41752994294972,20.4242496595075,genre1,Action
28,Fist of Fury,,10000000,zh,10.84,108,7.3,419,11713,Bruce Lee has done the impossible... ...HE'S SURPASSED HIMSELF!!!,1972-Mar-22,"[18, 28, 53]",R,March,1972,1970-1975,2.3832429960115,-Inf,genre2,Action
28,Avatar,2787965087,237000000,en,33.193,162,7.4,20441,19995,Enter the World of Pandora.,2009-Dec-10,"[28, 12, 14, 878]",PG-13,December,2009,2005-2010,3.50233901031836,21.7485778071694,genre1,Action
28,RED,71664962,58000000,en,17.771,111,6.6,4540,39514,Still armed. Still dangerous. Still got it.,2010-Oct-13,"[28, 12, 35, 80, 53]",PG-13,October,2010,2010-2015,2.87756791520335,18.0875125110944,genre1,Action
28,Dragon Ball Z: Super Android 13!,,,ja,9.855,46,6.6,241,39104,"",1992-Jul-11,"[28, 16, 878]","",July,1992,1990-1995,2.28797894060468,-Inf,genre1,Action
28,Children of Men,69959751,76000000,en,17.759,109,7.6,4144,9693,The future's a thing of the past.,2006-Sep-22,"[28, 18, 878, 53]",R,September,2006,2005-2010,2.87689242967246,18.0634306489317,genre1,Action
28,Death Race: Beyond Anarchy,,,en,19.489,111,5.8,105,401478,"",2018-Oct-02,"[28, 878, 53]",R,October,2018,2015-2020,2.96985020383989,-Inf,genre1,Action
28,The Getaway,58831997,3352254,en,6.101,122,7.1,252,5916,It takes two to make it … The big two.,1972-Sep-20,"[28, 80, 53]",PG,September,1972,1970-1975,1.80845269216972,17.8901964315305,genre1,Action
28,Superman III,75850624,39000000,en,9.868,125,5.4,960,9531,If the world's most powerful computer can control even Superman...no one on earth is safe.,1983-Jun-17,"[35, 878, 28, 12]",PG,June,1983,1980-1985,2.28929719866711,18.1442764904883,genre3,Action
28,Avengers: Age of Ultron,1405403694,280000000,en,30.218,141,7.3,15143,99861,A New Age Has Come.,2015-Apr-22,"[28, 12, 878]",PG-13,April,2015,2015-2020,3.40843777331765,21.0635904251521,genre1,Action
28,The Long Kiss Goodnight,89456761,65000000,en,8.766,121,6.6,612,11412,What's forgotten is not always gone.,1996-Oct-11,"[28, 80, 9648, 53]",R,October,1996,1995-2000,2.17088060199662,18.3092659491879,genre1,Action
28,Payback,161626121,90000000,en,12.685,100,6.8,986,2112,No More Mr. Nice Guy.,1999-Feb-05,"[28, 80, 18]",R,February,1999,1995-2000,2.54042019305125,18.9007963308404,genre1,Action
28,The Three Musketeers,53898845,30000000,en,8.277,105,6.3,472,10057,All for one and one for all!,1993-Nov-11,"[28, 12, 35]",PG,November,1993,1990-1995,2.11348058390326,17.8026196070782,genre1,Action
28,Star Trek: Insurrection,1.18e+08,70000000,en,10.884,103,6.4,657,200,The battle for paradise has begun.,1998-Dec-11,"[28, 12, 878, 53]",PG,December,1998,1995-2000,2.387293820921,18.5861951824299,genre1,Action
28,The Empire Strikes Back,538400000,18000000,en,13.595,124,8.4,10977,1891,The Adventure Continues...,1980-May-20,"[28, 12, 878]",PG,May,1980,1980-1985,2.60970207808443,20.1041123362948,genre1,Action
28,Night at the Museum,574480841,110000000,en,17.029,108,6.5,6717,1593,Where History Comes To Life,2006-Oct-20,"[28, 12, 35, 14, 10751]",PG,October,2006,2005-2010,2.83491777304447,20.1689773056979,genre1,Action
28,Rise of the Planet of the Apes,482860185,93000000,en,18.363,105,7.2,8004,61791,Evolution Becomes Revolution.,2011-Aug-03,"[28, 18, 878, 53]",PG-13,August,2011,2010-2015,2.91033777053704,19.995237697662,genre1,Action
28,The Bourne Supremacy,288500217,75000000,en,14.364,108,7.3,4846,2502,They should have left him alone.,2004-Jul-23,"[28, 18, 53]",PG-13,July,2004,2000-2005,2.66472507636384,19.4802063960785,genre1,Action
28,The Expendables,274470394,80000000,en,16.092,103,6.1,5120,27578,Choose Your Weapon.,2010-Aug-03,"[28, 12, 53]",R,August,2010,2010-2015,2.77832225408754,19.4303539588167,genre1,Action
28,The Outlaw Josey Wales,31800000,3700000,en,10.249,135,7.5,562,10747,...an army of one.,1976-Jun-30,"[28, 12, 37]",PG,June,1976,1975-1980,2.32718013984943,17.2749768477504,genre1,Action
28,Licence to Kill,156167015,32000000,en,12.898,133,6.2,1019,709,His bad side is a dangerous place to be.,1989-Jul-07,"[28, 12, 53]",PG-13,July,1989,1985-1990,2.55707226058819,18.8664366014951,genre1,Action
28,Warcraft,433677183,160000000,en,18.816,123,6.3,4544,68735,Two worlds. One home.,2016-May-25,"[28, 12, 14]",PG-13,May,2016,2015-2020,2.93470757171622,19.8878109973225,genre1,Action
28,Terminator 2: Judgment Day,5.2e+08,102000000,en,29.051,137,8,7655,280,It's nothing personal.,1991-Jul-03,"[28, 878, 53]",R,July,1991,1990-1995,3.36905290611337,20.0693393695398,genre1,Action
28,The Hitman's Bodyguard,176586701,30000000,en,18.494,118,6.7,3558,390043,Get Triggered,2017-Aug-16,"[28, 35]",R,August,2017,2015-2020,2.91744635515545,18.9893225375227,genre1,Action
28,Robin Hood: Prince of Thieves,390493908,48000000,en,11.992,143,6.8,1881,8367,Sometimes the only way to uphold justice...is to break the law.,1991-Jun-14,"[12, 28, 18, 10749]",PG-13,June,1991,1990-1995,2.4842397608003,19.7829229266102,genre2,Action
28,Striking Distance,,30,en,7.876,102,5.8,424,11074,"They shouldn't have put him in the water, if they didn't want him to make waves.",1993-Sep-17,"[28, 80, 9648, 53]",R,September,1993,1990-1995,2.06382016077688,-Inf,genre1,Action
28,Big Trouble in Little China,1.1e+07,25000000,en,12.256,99,7.2,1559,6978,Adventure doesn't come any bigger!,1986-May-30,"[28, 12, 35, 14]",PG-13,May,1986,1985-1990,2.50601561299824,16.2134058307626,genre1,Action
28,RoboCop,53424681,13000000,en,15.404,102,7.2,2775,5548,Part man. Part machine. All cop. The future of law enforcement.,1987-Jul-17,"[28, 878, 53]",R,July,1987,1985-1990,2.73462721595266,17.7937833881643,genre1,Action
28,Final Fantasy: The Spirits Within,85131830,137000000,en,9.296,106,6,836,2114,Unleash a new reality,2001-Jul-02,"[12, 28, 16, 14, 878, 53]",PG-13,July,2001,2000-2005,2.22958420010956,18.2597115541639,genre2,Action
28,Commando,57500000,10000000,en,12.736,90,6.6,1473,10999,Somewhere... somehow... someone's going to pay.,1985-Oct-03,"[28, 12, 53]",R,October,1985,1985-1990,2.54443262910203,17.8672955057676,genre1,Action
28,Spider-Man: Far from Home,1131927996,160000000,en,50.556,129,7.5,6189,429617,It’s time to step up.,2019-Jun-28,"[28, 12, 878]",PG-13,June,2019,2015-2020,3.92308163278488,20.8471882069305,genre1,Action
28,Cliffhanger,255000211,70000000,en,13.407,112,6.3,1221,9350,The height of adventure.,1993-May-28,"[28, 12, 53]",R,May,1993,1990-1995,2.59577695861942,19.3567749305733,genre1,Action
28,Jack Reacher,218340595,60000000,en,16.197,130,6.5,4516,75780,The Law Has Limits. He Does Not.,2012-Dec-20,"[80, 18, 53, 28]",PG-13,December,2012,2010-2015,2.78482603990426,19.2015667639203,genre4,Action
28,Escape Plan,122915111,50000000,en,16.288,115,6.7,3204,107846,No one breaks out alone.,2013-Oct-09,"[28, 53]",R,October,2013,2010-2015,2.79042864036811,18.6270045205989,genre1,Action
28,Face/Off,245676146,80000000,en,14.449,138,6.9,3013,754,"In order to catch him, he must become him.",1997-Jun-27,"[28, 80, 878, 53]",R,June,1997,1995-2000,2.67062520801147,19.3195247469012,genre1,Action
28,The Scorpion King,165333180,60000000,en,14.126,92,5.4,1892,9334,Warrior. Legend. King.,2002-Apr-18,"[28, 12, 14]",PG-13,April,2002,2000-2005,2.64801707098673,18.9234732686013,genre1,Action
28,King Kong,550517357,207000000,en,20.888,187,6.7,4814,254,The eighth wonder of the world.,2005-Dec-12,"[12, 18, 28]",PG-13,December,2005,2005-2010,3.03917483139683,20.1263690431486,genre3,Action
28,Shaolin Soccer,42776760,10000000,cn,9.65,113,6.7,1021,11770,Get ready to kick some grass!,2001-Jul-12,"[28, 35]",PG,July,2001,2000-2005,2.26695791535089,17.571505522425,genre1,Action
28,X-Men: Apocalypse,543934787,178000000,en,22.998,144,6.5,9130,246655,Only the strong will survive,2016-May-18,"[28, 12, 14, 878]",PG-13,May,2016,2015-2020,3.13540725562647,20.1143399207962,genre1,Action
28,Bugsy Malone,,,en,6.497,93,6.6,132,8446,Every year brings a great movie. Every decade a great movie musical!,1976-Jul-22,"[28, 35, 18, 10402, 10751]",G,July,1976,1975-1980,1.87134053189839,-Inf,genre1,Action
28,GoldenEye,352194034,58000000,en,21.335,130,6.8,2226,710,No limits. No fears. No substitutes.,1995-Nov-16,"[12, 28, 53]",PG-13,November,1995,1995-2000,3.06034891663996,19.6796928146438,genre2,Action
28,The Man with the Golden Gun,97572000,7000000,en,17.248,125,6.5,1022,682,The man with the golden gun is ready to assassinate James Bond.,1974-Dec-01,"[28, 12, 53]",PG,December,1974,1970-1975,2.84769619472659,18.396101124978,genre1,Action
28,The Running Man,38122105,27000000,en,14.427,101,6.5,1272,865,2019. A game nobody survives. This year might be the exception.,1987-Nov-13,"[28, 878, 53]",R,November,1987,1985-1990,2.66910145096364,17.4563048555825,genre1,Action
28,Kick-Ass,96188903,28000000,en,14.205,117,7.1,8289,23483,Shut up. Kick ass.,2010-Mar-22,"[28, 80]",R,March,2010,2010-2015,2.65359401530615,18.3818245555519,genre1,Action
28,Snake in the Eagle's Shadow,,,cn,7.306,98,7.3,127,11537,"",1978-Mar-01,"[28, 35]",PG,March,1978,1975-1980,1.98869592837309,-Inf,genre1,Action
28,Jurassic World,1671713208,150000000,en,22.193,124,6.6,15114,135397,The park is open.,2015-Jun-06,"[28, 12, 878, 53]",PG-13,June,2015,2015-2020,3.09977692384059,21.2371148105808,genre1,Action
28,Lara Croft: Tomb Raider,274703340,115000000,en,19.179,100,5.8,4150,1995,Born into Wealth. Groomed by the Elite. Trained for Combat.,2001-Jun-11,"[12, 14, 28, 53]",PG-13,June,2001,2000-2005,2.9538159304527,19.4312023097102,genre3,Action
28,Red Planet,33463969,80000000,en,9.948,106,5.6,530,8870,Not A Sound. Not A Warning. Not A Chance. Not Alone.,2000-Nov-10,"[53, 28, 878]",PG-13,November,2000,2000-2005,2.29737152594116,17.3259798657351,genre2,Action
28,Species,113374103,35000000,en,9.987,108,5.7,817,9348,Our time is up.,1995-Jul-07,"[28, 27, 878]",R,July,1995,1995-2000,2.301284247261,18.5462035545711,genre1,Action
28,Ran,4069653,11500000,ja,10.333,160,8.1,699,11645,The Greatest Shakespeare Film,1985-Jun-01,"[28, 18, 36]",R,June,1985,1985-1990,2.33534265723222,15.2190682957989,genre1,Action
28,In the Line of Fire,176997168,40000000,en,8.832,128,6.9,771,9386,An assassin on the loose. A president in danger. Only one man stands between them...,1993-Jul-08,"[28, 18, 53, 80, 9648]",R,July,1993,1990-1995,2.17838148953474,18.9916442904101,genre1,Action
28,Elysium,286140700,115000000,en,17.169,109,6.4,5932,68724,He can save us all.,2013-Aug-07,"[28, 18, 878, 53]",R,August,2013,2010-2015,2.84310543209508,19.4719942058544,genre1,Action
28,Riddick,98337295,38000000,en,13.741,119,6.2,2714,87421,Survival Is His Revenge,2013-Sep-02,"[28, 878, 53]",R,September,2013,2010-2015,2.62038406434964,18.40391391296,genre1,Action
28,Southpaw,91709827,30000000,en,21.981,123,7.4,3776,307081,Believe in Hope.,2015-Mar-24,"[28, 18]",R,March,2015,2015-2020,3.09017844384594,18.3341400961524,genre1,Action
28,Bloodsport,,10000000,en,10.876,92,6.8,802,11690,The true story of an American ninja.,1988-Feb-26,[28],R,February,1988,1985-1990,2.38655852677022,-Inf,genre1,Action
28,Ghost in the Shell,169801921,110000000,en,23.699,107,6,5673,315837,There's nothing sadder than a puppet without a ghost.,2017-Mar-29,"[28, 18, 878, 53]",PG-13,March,2017,2015-2020,3.16543285315806,18.9501431450873,genre1,Action
28,Star Trek Into Darkness,467365246,190000000,en,14.602,132,7.3,6677,54138,Earth Will Fall,2013-May-05,"[28, 12, 878]",PG-13,May,2013,2010-2015,2.68115850563389,19.9626216212925,genre1,Action
28,Scarface,66023329,25000000,en,17.131,170,8.1,6310,111,The world is yours...,1983-Dec-08,"[28, 80, 18, 53]",R,December,1983,1980-1985,2.84088968774832,18.005518707232,genre1,Action
28,Turner & Hooch,71079915,13000000,en,8.489,100,6.2,667,6951,The Oddest Couple Ever Unleashed!,1989-Jul-28,"[28, 35, 80, 53, 10751]",PG,July,1989,1985-1990,2.13877120775583,18.0793153654143,genre1,Action
28,Platoon,138530565,6000000,en,14.267,120,7.7,2434,792,The first casualty of war is innocence.,1986-Dec-19,"[18, 10752, 28]",R,December,1986,1985-1990,2.65794917813268,18.7466015451647,genre3,Action
28,Outbreak,189859560,50000000,en,19.022,127,6.4,1052,6950,This animal carries a deadly virus... and the greatest medical crisis in the world is about to happen.,1995-Mar-10,"[28, 18, 878, 53]",R,March,1995,1995-2000,2.94559620406019,19.0617951989181,genre1,Action
28,For Your Eyes Only,195312802,28000000,en,13.059,127,6.5,924,699,"No one comes close to James Bond, 007.",1981-Jun-23,"[12, 28, 53]",PG,June,1981,1980-1985,2.56947755123827,19.0901129441338,genre2,Action
