code,film,revenue,budget,language,popularity,runtime,vote.average,vote.count,id,tagline,release.date,genres,certification,month_release,year_release,lustrum,log_popularity,log_revenue,time,name
14,Barbie Mariposa,,,en,16.949,75,6.4,251,18198,"",2008-Feb-08,"[16, 14, 10751]",G,February,2008,2005-2010,2.83020883503592,-Inf,genre2,Fantasy
14,Zardoz,,,en,6.981,105,6,189,4923,"Into a world of eternal life, he brought the gift of death",1974-Feb-06,"[28, 14, 878, 53]",R,February,1974,1970-1975,1.94319217298826,-Inf,genre2,Fantasy
14,The Lord of the Rings: The Fellowship of the Ring,871368364,93000000,en,36.843,178,8.3,16151,120,One ring to rule them all,2001-Dec-18,"[28, 12, 14]",PG-13,December,2001,2000-2005,3.60666564129636,20.5855753661917,genre3,Fantasy
14,Cinderella,543514353,95000000,en,30.387,105,6.7,5056,150689,Midnight is just the beginning.,2015-Mar-12,"[18, 14, 10749, 10751]",PG,March,2015,2015-2020,3.41401488537277,20.1135666726405,genre2,Fantasy
14,Edward Scissorhands,5.3e+07,20000000,en,15.32,105,7.7,8357,162,His scars run deep.,1990-Dec-05,"[18, 14, 10749]",PG-13,December,1990,1990-1995,2.72915916431245,17.7858024715164,genre2,Fantasy
14,Maleficent: Mistress of Evil,491570967,85000000,en,43.945,118,7.2,2031,420809,Go beyond the fairy tale,2019-Oct-16,"[12, 14, 10751]",PG,October,2019,2015-2020,3.78293885201661,20.0131168757348,genre2,Fantasy
14,Catwoman,82102379,100000000,en,17.18,104,4.4,2059,314,"",2004-Jul-22,"[28, 14, 9648]",PG-13,July,2004,2000-2005,2.84374591655611,18.2234775508603,genre2,Fantasy
14,Howard the Duck,37962774,37000000,en,7.61,110,5.2,518,10658,You will believe that a duck can talk.,1986-Aug-01,"[35, 14, 878]",PG,August,1986,1985-1990,2.02946317187359,17.4521166059591,genre2,Fantasy
14,Dr. Dolittle 2,176104344,70000000,en,9.878,87,5.1,1026,10808,The doctor is in again.,2001-Jun-22,"[35, 14, 10749, 10751]",PG,June,2001,2000-2005,2.29031006211843,18.9865872409646,genre2,Fantasy
14,Bedknobs and Broomsticks,17900000,20000000,en,8.705,117,7,581,12335,You'll beWITCHED! You'll beDAZZLED! You'll be swept into a world of enchantment BEYOND ANYTHING BEFORE!,1971-Oct-07,"[12, 14, 35, 10751, 10402]",G,October,1971,1970-1975,2.16389757322015,16.700311270811,genre2,Fantasy
14,Alice Through the Looking Glass,299457024,170000000,en,15.424,113,6.5,4330,241259,It's time for a little madness.,2016-May-25,"[12, 14, 10751]",PG,May,2016,2015-2020,2.73592473786819,19.5174814727363,genre2,Fantasy
14,Avatar,2787965087,237000000,en,33.193,162,7.4,20441,19995,Enter the World of Pandora.,2009-Dec-10,"[28, 12, 14, 878]",PG-13,December,2009,2005-2010,3.50233901031836,21.7485778071694,genre3,Fantasy
14,Matilda,33459416,36000000,en,10.649,98,7.1,2446,10830,A little magic goes a long way.,1996-Aug-02,"[35, 10751, 14]",PG,August,1996,1995-2000,2.36546599103325,17.3258437996946,genre3,Fantasy
14,Three Wishes for Cinderella,,580000,cs,7.322,82,7.8,182,8703,"",1973-Nov-16,"[12, 18, 14, 10749, 10751]",PG,November,1973,1970-1975,1.99088351469804,-Inf,genre3,Fantasy
14,The Fifth Element,263920180,90000000,en,30.124,126,7.5,6955,18,There is no future without it.,1997-May-02,"[28, 12, 14, 878, 53]",PG-13,May,1997,1995-2000,3.40532219623911,19.3911572669092,genre3,Fantasy
14,PokÃ©mon: The Movie 2000,163649270,30000000,ja,10.993,84,6.6,457,12599,One Person Can Make All The Difference!,1999-Jul-17,"[12, 16, 14, 878, 10751]",G,July,1999,1995-2000,2.39725870659673,18.9132360981621,genre3,Fantasy
14,Night at the Museum: Secret of the Tomb,349424282,127000000,en,24.755,97,6.1,3990,181533,One Final Night to Save the Day.,2014-Dec-17,"[12, 35, 14, 10751]",PG,December,2014,2010-2015,3.20902748881339,19.6717974495288,genre3,Fantasy
14,Ghost,5.05e+08,22000000,en,15.586,127,7.1,3213,251,A love that will last forever.,1990-Jul-12,"[18, 14, 9648, 53, 10749]",PG-13,July,1990,1990-1995,2.74637307542137,20.0400689872396,genre2,Fantasy
14,Harry Potter and the Chamber of Secrets,876688482,100000000,en,34.856,161,7.7,13353,672,Hogwarts is back in session.,2002-Nov-13,"[12, 14]",PG,November,2002,2000-2005,3.55122528881514,20.591662278569,genre2,Fantasy
14,The Twilight Saga: New Moon,709827462,50000000,en,18.791,131,5.8,5823,18239,The Next Chapter Begins.,2009-Mar-15,"[12, 18, 14, 10749]",PG-13,March,2009,2005-2010,2.93337803180702,20.3805324872,genre3,Fantasy
14,X-Men: Apocalypse,543934787,178000000,en,22.998,144,6.5,9130,246655,Only the strong will survive,2016-May-18,"[28, 12, 14, 878]",PG-13,May,2016,2015-2020,3.13540725562647,20.1143399207962,genre3,Fantasy
14,Pirates of the Caribbean: Dead Men Tell No Tales,794191988,230000000,en,19.361,129,6.6,7707,166426,All pirates must die.,2017-May-23,"[12, 28, 14, 35]",PG-13,May,2017,2015-2020,2.96326073340703,20.4928357884715,genre3,Fantasy
14,Corpse Bride,117195061,40000000,en,17.886,77,7.4,5056,3933,There's been a grave misunderstanding.,2005-Sep-12,"[10749, 14, 16]",PG,September,2005,2005-2010,2.88401828392399,18.579350292581,genre2,Fantasy
14,Sheena,5778353,25000000,en,5.375,117,5.3,59,24264,Part animal. Part legend. All woman.,1984-Aug-17,"[28, 12, 35, 14, 878]",PG,August,1984,1980-1985,1.68175857401373,15.5696292519463,genre4,Fantasy
14,Starcrash,,,en,5.82,94,4.5,91,22049,A galactic adventure beyond your wildest dreams!,1978-Dec-21,"[14, 878]",PG,December,1978,1975-1980,1.76130026174335,-Inf,genre1,Fantasy
14,Exorcist II: The Heretic,30749142,14000000,en,6.528,118,4.5,302,11586,It's four years later... what does she remember?,1977-Jun-17,"[27, 53, 14, 18]",R,June,1977,1975-1980,1.87610061766181,17.2413726493885,genre3,Fantasy
14,Maleficent,758539785,180000000,en,33.926,97,7.1,9394,102651,Don't believe the fairy tale.,2014-May-28,"[28, 12, 14, 10749, 10751]",PG,May,2014,2010-2015,3.52418168207353,20.4469058075856,genre3,Fantasy
14,Dragonslayer,14110013,18000000,en,6.104,108,6.5,136,848,"In the Dark Ages, Magic was a weapon. Love was a mystery. Adventure was everywhere... And Dragons were real.",1981-Jun-26,"[14, 12]",PG,June,1981,1980-1985,1.80894429398216,16.462395245161,genre1,Fantasy
16,Aladdin and the King of Thieves,,,en,11.05,81,6.2,1195,11238,The Spectacular Adventure Continues!,1996-May-20,"[12, 16, 10751]",G,May,1996,1995-2000,2.40243042796376,-Inf,genre2,Animation
16,Howl's Moving Castle,236049757,24000000,ja,25.735,119,8.4,4578,4935,The two lived there,2004-Nov-19,"[12, 16, 14]",PG,November,2004,2000-2005,3.24785193310472,19.2795531755131,genre2,Animation
16,Alvin and the Chipmunks: The Squeakquel,443140005,75000000,en,14.423,88,5.5,1762,23398,The Boys are back in town... and they have competition.,2009-Dec-21,"[16, 35, 14, 10402, 10751]",PG,December,2009,2005-2010,2.66882415460137,19.9093963164545,genre1,Animation
16,Lupin the Third: The Castle of Cagliostro,,,ja,10.35,96,7.5,488,15371,"",1979-Dec-15,"[12, 16, 35, 80]",PG,December,1979,1975-1980,2.33698651971138,-Inf,genre2,Animation
16,Tangled,591794936,260000000,en,18.009,100,7.6,7261,38757,They're taking adventure to new lengths.,2010-Nov-24,"[16, 10751]",PG,November,2010,2010-2015,2.89087163293782,20.1986707409489,genre1,Animation
16,The Croods,587204668,135000000,en,15.238,98,6.8,4315,49519,Meet the first modern family.,2013-Mar-20,"[28, 12, 16, 35, 14, 10751]",PG,March,2013,2010-2015,2.72379230805082,20.1908839848243,genre3,Animation
16,PokÃ©mon: The First Movie - Mewtwo Strikes Back,163644662,30000000,ja,12.12,75,6.8,818,10228,The Pokémon Match of All Time is Here.,1998-Jul-18,"[28, 12, 16]",G,July,1998,1995-2000,2.49485698064117,18.9132079399866,genre3,Animation
16,Brother Bear,,100000000,en,18.159,85,7.2,3321,10009,Nature Calls,2003-Oct-23,"[12, 16, 10751]",G,October,2003,2000-2005,2.89916630557766,-Inf,genre2,Animation
16,Fritz the Cat,1e+08,850000,en,11.562,78,6.2,133,12593,"We're not rated X for nothin', baby!",1972-Apr-12,"[16, 35, 18]",NC-17,April,1972,1970-1975,2.44772385866028,18.4206807439524,genre1,Animation
16,Neon Genesis Evangelion: The End of Evangelion,2e+07,,ja,8.552,87,8.4,485,18491,The fate of destruction is also the joy of rebirth,1997-Jul-19,"[18, 878, 16]","",July,1997,1995-2000,2.14616517372274,16.8112428315183,genre3,Animation
16,The Road to El Dorado,76432727,95000000,en,11.967,89,7.1,2229,10501,They came for the gold... they stayed for the adventure.,2000-Mar-31,"[12, 16, 35, 10751]",PG,March,2000,2000-2005,2.48215286159138,18.1519215262895,genre2,Animation
16,Red Shoes,5362776,,en,32.734,92,6.4,107,486589,"",2019-Jul-25,"[16, 10749]",G,July,2019,2015-2020,3.48841429308369,15.4949923094254,genre1,Animation
16,The Incredibles,631442092,92000000,en,22.878,115,7.7,11841,9806,"No gut, no glory",2004-Nov-05,"[28, 12, 16, 10751]",PG,November,2004,2000-2005,3.13017575010348,20.2635167964211,genre3,Animation
16,Dragon Ball Z: Bojack Unbound,,,ja,10.101,51,6.7,252,39105,"",1993-Jul-10,"[28, 16, 878]",PG,July,1993,1990-1995,2.31263442884705,-Inf,genre2,Animation
16,Legend of the Guardians: The Owls of Ga'Hoole,140073390,80000000,en,14.187,97,6.6,1400,41216,On his way to finding a legend...he will become one.,2010-Jul-10,"[12, 16, 14, 10751]",PG,July,2010,2010-2015,2.65232605232985,18.757677057507,genre2,Animation
16,Only Yesterday,,,ja,9.201,118,7.3,393,15080,I’m going on a trip with Me,1991-Jul-20,"[16, 18, 10749]",PG,July,1991,1990-1995,2.21931217380022,-Inf,genre1,Animation
16,Ice Age: The Meltdown,660940780,80000000,en,21.127,91,6.6,6529,950,The Chill is Gone.,2006-Mar-29,"[12, 16, 35, 10751]",PG,March,2006,2005-2010,3.0505518433181,20.3091748022744,genre2,Animation
16,Shrek,484409218,60000000,en,19.41,90,7.6,9916,808,The greatest fairy tale never told.,2001-May-16,"[12, 16, 35, 10751, 14]",PG,May,2001,2000-2005,2.96578839718092,19.9984405991896,genre2,Animation
16,The Twelve Tasks of Asterix,,,fr,8.773,82,7.5,631,9385,"",1976-Jun-26,"[12, 16, 35, 10751]",PG,June,1976,1975-1980,2.17167882314625,-Inf,genre2,Animation
16,The Prince and the Pauper,,,en,8.506,25,6.5,117,25831,"",1990-Nov-16,"[16, 35, 10751]",G,November,1990,1990-1995,2.14077179683144,-Inf,genre1,Animation
16,Final Fantasy: The Spirits Within,85131830,137000000,en,9.296,106,6,836,2114,Unleash a new reality,2001-Jul-02,"[12, 28, 16, 14, 878, 53]",PG-13,July,2001,2000-2005,2.22958420010956,18.2597115541639,genre3,Animation
16,The Fox and the Hound,29800000,12000000,en,15.225,82,7.1,2002,10948,A story of two friends who didn't know they were supposed to be enemies.,1981-Jul-10,"[12, 16, 18, 10751]",G,July,1981,1980-1985,2.72293881359596,17.2100189514756,genre2,Animation
16,9,48428063,30000000,en,17.063,79,6.8,2195,12244,When our world ended their mission began.,2009-Aug-19,"[28, 12, 16, 878, 53]",PG-13,August,2009,2005-2010,2.83691237654513,17.6955900177092,genre3,Animation
16,Shrek Forever After,752600867,165000000,en,14.888,93,6.2,4371,10192,It ain't Ogre... Til it's Ogre,2010-May-16,"[12, 16, 35, 14, 10751]",PG,May,2010,2010-2015,2.70055551933995,20.4390455881293,genre2,Animation
16,The Cat Returns,522911,,ja,17.901,75,7.3,838,15370,"It’s not so bad being a cat, now is it?",2002-Jul-19,"[12, 16, 18, 14, 10751]",G,July,2002,2000-2005,2.88485657720805,13.167166556482,genre2,Animation
16,Toy Story 2,497366869,90000000,en,18.675,92,7.5,8812,863,The toys are back!,1999-Oct-30,"[16, 35, 10751]",G,October,1999,1995-2000,2.92718573101888,20.0248384787517,genre1,Animation
16,The Aristocats,55675257,4000000,en,16.669,78,7.3,3180,10112,A tune-filled animated extravaganza.,1970-Dec-23,"[12, 16, 35, 10751]",G,December,1970,1970-1975,2.81355070696095,17.8350463871725,genre2,Animation
16,Toy Story 3,1066969703,200000000,en,17.524,103,7.8,9681,10193,No toy gets left behind.,2010-Jun-16,"[16, 35, 10751]",G,June,2010,2010-2015,2.86357136995165,20.7880884142987,genre1,Animation
16,Gnomeo & Juliet,189712432,36000000,en,17.787,84,5.8,1245,45772,A LITTLE ADVENTURE GOES A LAWN WAY.,2011-Jan-13,"[16, 10751]",G,January,2011,2010-2015,2.87846785339334,19.0610199678133,genre1,Animation
16,"Batman: The Dark Knight Returns, Part 2",,3500000,en,11.424,78,7.9,796,142061,Justice Returns... Vengeance Returns... Redemption Comes to Gotham.,2013-Jan-18,"[28, 16, 9648]",PG-13,January,2013,2010-2015,2.43571640559723,-Inf,genre2,Animation
16,A Goofy Movie,35348597,,en,11.783,78,6.9,958,15789,It’s hard to be cool... when your dad’s Goofy.,1995-Apr-07,"[10749, 16, 10751, 35, 12]",G,April,1995,1995-2000,2.4666578147312,17.3807692606932,genre2,Animation
16,Dragon Ball Z: Super Android 13!,,,ja,9.855,46,6.6,241,39104,"",1992-Jul-11,"[28, 16, 878]","",July,1992,1990-1995,2.28797894060468,-Inf,genre2,Animation
16,The Hunchback of Notre Dame,100138851,100000000,en,13.893,91,7,3104,10545,Join the party!,1996-Jun-21,"[18, 16, 10751]",G,June,1996,1995-2000,2.63138511616672,18.4220682908638,genre2,Animation
16,The Lorax,348840316,70000000,en,20.646,86,6.4,2069,73723,Meet The Original Force Of Nature,2012-Mar-01,"[16, 10751]",PG,March,2012,2010-2015,3.0275215960434,19.6701248281821,genre1,Animation
16,Treasure Planet,109578115,140000000,en,16.709,95,7.4,2288,9016,Find your place in the universe.,2002-Nov-26,"[12, 16, 14, 878, 10751]",PG,November,2002,2000-2005,2.81594749641201,18.5121482318824,genre2,Animation
16,Lilo & Stitch,145771527,80000000,en,16.145,85,7.4,3565,11544,There's one in every family.,2002-Jun-21,"[16, 10751]",PG,June,2002,2000-2005,2.78161040421024,18.7975510704018,genre1,Animation
16,The Tale of the Princess Kaguya,24186232,49300000,ja,10.384,137,8.1,768,149871,A princess's crime and punishment,2013-Nov-23,"[16, 18, 14]",PG,November,2013,2010-2015,2.34026615996173,17.0012941036075,genre1,Animation
16,Ralph Breaks the Internet,529221154,175000000,en,23.958,112,7.1,3784,404368,Wreck-It Ralph 2,2018-Nov-20,"[12, 16, 35, 10751]",PG,November,2018,2015-2020,3.17630229730914,20.0869169629511,genre2,Animation
16,Shrek 2,919838758,150000000,en,20.267,93,7,7138,809,Once upon another time...,2004-May-19,"[12, 16, 35, 10751, 14]",PG,May,2004,2000-2005,3.00899394753718,20.6397089496035,genre2,Animation
16,A Bug's Life,363258859,120000000,en,22.158,95,6.9,5687,9487,An epic presentation of miniature proportions.,1998-Nov-25,"[12, 16, 35, 10751]",G,November,1998,1995-2000,3.09819860509848,19.7106262482797,genre2,Animation
16,Cloudy with a Chance of Meatballs 2,248384621,78000000,en,11.508,95,6.4,1919,109451,Something big was leftover.,2013-Sep-26,"[16, 35, 10751]",PG,September,2013,2010-2015,2.4430424456893,19.3304889938686,genre1,Animation
16,The Grinch,508575295,75000000,en,9.811,90,6.5,1539,360920,Scheme big.,2018-Nov-08,"[16, 35, 14, 10751]",PG,November,2018,2015-2020,2.28350420518125,20.0471238352542,genre1,Animation
16,Wreck-It Ralph,471222889,165000000,en,20.304,101,7.3,8620,82690,The story of a regular guy just looking for a little wreck-ognition.,2012-Nov-01,"[12, 16, 35, 10751]",PG,November,2012,2010-2015,3.01081791097203,19.9708417650981,genre2,Animation
16,Coraline,124596398,60000000,en,17.026,100,7.6,3611,14836,Be careful what you wish for.,2009-Feb-05,"[16, 10751]",PG,February,2009,2005-2010,2.83474158746187,18.6405902553925,genre1,Animation
16,Dragon Ball Z: The World's Strongest,,,ja,10.031,60,6.2,241,39100,Deep in the ice is earth's greatest threat that can only be stopped by one man.,1990-Mar-10,"[28, 16]",R,March,1990,1990-1995,2.30568029790135,-Inf,genre2,Animation
16,The Secret World of Arrietty,145570827,23000000,ja,14.911,94,7.6,1430,51739,Do not be seen by humans. That's been the law of children of the underfloor.,2010-Jul-16,"[14, 16, 10751]",G,July,2010,2010-2015,2.70209919560877,18.7961733096403,genre2,Animation
16,Horton Hears a Who!,297138014,85000000,en,12.801,88,6.3,2011,12222,A persons a person no matter how small!,2008-Mar-03,"[12, 16, 35, 14, 10751]",G,March,2008,2005-2010,2.54952329287397,19.509707282433,genre2,Animation
16,Fantastic Planet,,,fr,8.349,72,7.7,345,16306,A sublime trip to a fine new world,1973-Dec-01,"[16, 878]",PG,December,1973,1970-1975,2.12214177121186,-Inf,genre1,Animation
16,Rango,245724603,135000000,en,13.403,107,6.6,3846,44896,Heroes come in all different colors.,2011-Mar-02,"[16, 35, 10751, 37, 12]",PG,March,2011,2010-2015,2.59547856249636,19.3197219667884,genre1,Animation
16,Whisper of the Heart,,,ja,9.947,111,7.9,767,37797,I found someone I like,1995-Jul-15,"[16, 18, 10751]",G,July,1995,1995-2000,2.29727099817028,-Inf,genre1,Animation
16,Wallace & Gromit: The Curse of the Were-Rabbit,192610372,30000000,en,16.146,85,6.9,1467,533,Something bunny is going on...,2005-Sep-04,"[12, 16, 35, 10751]",G,September,2005,2005-2010,2.78167234097282,19.0761799084224,genre2,Animation
16,Madagascar 3: Europe's Most Wanted,746921274,145000000,en,14.682,93,6.5,3825,80321,"Six years ago, they disappeared without a trace. Next summer, they finally resurface.",2012-Jun-06,"[16, 35, 10751]",PG,June,2012,2010-2015,2.68662225368859,20.431470347985,genre1,Animation
16,My Neighbor Totoro,,,ja,30.063,86,8.1,4029,8392,"",1988-Apr-16,"[16, 14, 10751]",PG,April,1988,1985-1990,3.4032951797443,-Inf,genre1,Animation
16,Madagascar: Escape 2 Africa,603900354,150000000,en,17.423,89,6.4,4321,10527,Still together. Still lost!,2008-Oct-30,"[16, 35, 10751]",PG,October,2008,2005-2010,2.85779117244077,20.2189197654677,genre1,Animation
16,"Batman: The Dark Knight Returns, Part 1",,3500000,en,16.643,76,7.7,820,123025,Old heroes never die. They just get darker.,2012-Sep-06,"[28, 16, 9648]",PG-13,September,2012,2010-2015,2.81198970760459,-Inf,genre2,Animation
16,Coco,800526015,175000000,en,30.417,105,8.2,10415,354912,The celebration of a lifetime,2017-Oct-27,"[16, 10751, 35, 12, 14]",PG,October,2017,2015-2020,3.41500166263855,20.5007795883115,genre1,Animation
16,How to Train Your Dragon,494878759,165000000,en,22.232,100,7.7,8621,10191,One adventure will change two worlds,2010-Mar-10,"[12, 16, 14, 10751]",PG,March,2010,2010-2015,3.1015326924402,20.0198233592193,genre2,Animation
16,The Last Unicorn,6455530,,en,7.126,92,7.2,256,10150,There's Magic in Believing!,1982-Nov-19,"[12, 16, 14, 10751]",G,November,1982,1980-1985,1.96375006718364,15.6804476857862,genre2,Animation
16,Tarzan & Jane,,,en,11.982,75,5.8,340,13683,"",2002-Jun-24,"[16, 10751]",G,June,2002,2000-2005,2.48340552366173,-Inf,genre1,Animation
16,Looney Tunes: Back in Action,68514844,80000000,en,9.63,93,6,773,10715,Real life has never been so animated.,2003-Nov-14,"[16, 35, 10751]",PG,November,2003,2000-2005,2.26488322581003,18.0425609804862,genre1,Animation
16,The Many Adventures of Winnie the Pooh,,,en,9.187,74,7.2,489,250480,Hip Hip Poohray!,1977-Mar-11,"[16, 10751]",G,March,1977,1975-1980,2.21778944128933,-Inf,genre1,Animation
16,NausicaÃ¤ of the Valley of the Wind,3301446,1000000,ja,19.491,117,7.9,1681,81,A young girl's love called forth miracles…,1984-Mar-11,"[12, 16, 14]",PG,March,1984,1980-1985,2.9699528205665,15.0098711122813,genre2,Animation
16,A Grand Day Out,,,en,11.097,23,7.4,422,530,"",1990-May-18,"[12, 16, 35, 878, 10751]",NR,May,1990,1990-1995,2.40667480151843,-Inf,genre2,Animation
16,Finding Nemo,940335536,94000000,en,26.256,100,7.8,12983,12,There are 3.7 trillion fish in the ocean. They're looking for one.,2003-May-30,"[16, 10751]",G,May,2003,2000-2005,3.26789453434774,20.6617473227272,genre1,Animation
16,Kung Fu Panda,631744560,130000000,en,18.455,90,7.1,6932,9502,Prepare for awesomeness.,2008-Jun-04,"[12, 16, 35, 10751]",PG,June,2008,2005-2010,2.91533533648196,20.2639956931943,genre2,Animation
16,Girls und Panzer das Finale: Part II,,,ja,77.783,54,5.2,9,496891,"",2019-Jun-15,"[28, 16, 35]",PG-13,June,2019,2015-2020,4.35392289831035,-Inf,genre2,Animation
16,Inside Out,857611174,175000000,en,35.408,95,7.9,14227,150540,Meet the little voices inside your head.,2015-Jun-09,"[16, 35, 18, 10751]",PG,June,2015,2015-2020,3.56693778330869,20.5696613775803,genre1,Animation
16,Porco Rosso,,,ja,11.082,94,7.8,1458,11621,A Pig's Got to Fly,1992-Jul-18,"[12, 16, 35]",PG,July,1992,1990-1995,2.40532217044516,-Inf,genre2,Animation
16,PokÃ©mon: The Movie 2000,163649270,30000000,ja,10.993,84,6.6,457,12599,One Person Can Make All The Difference!,1999-Jul-17,"[12, 16, 14, 878, 10751]",G,July,1999,1995-2000,2.39725870659673,18.9132360981621,genre2,Animation
16,Osmosis Jones,13596911,75000000,en,10.505,95,6.1,560,12610,Every BODY needs a hero,2001-Aug-07,"[28, 12, 16, 35, 10751]",PG,August,2001,2000-2005,2.35185133429696,16.4253531925549,genre3,Animation
16,"Monsters, Inc.",562816256,115000000,en,31.576,92,7.8,12073,585,We Scare Because We Care.,2001-Nov-01,"[16, 35, 10751]",G,November,2001,2000-2005,3.45239733836055,20.148463766938,genre1,Animation
16,Spider-Man: Into the Spider-Verse,375540831,90000000,en,34.544,117,8.4,6495,324857,More Than One Wears the Mask,2018-Dec-06,"[28, 12, 16, 35, 878]",PG,December,2018,2015-2020,3.54223387377245,19.74387776094,genre3,Animation
16,Penguins of Madagascar,373552094,132000000,en,21.732,92,6.4,2528,270946,The Movie Event That Will Blow Their Cover,2014-Nov-22,"[12, 16, 35, 10751]",PG,November,2014,2010-2015,3.07878582868928,19.7385680280457,genre2,Animation
16,Cars 2,559852396,200000000,en,17.48,106,5.9,4622,49013,Ka-ciao!,2011-Jun-11,"[16, 10751, 12, 35]",G,June,2011,2010-2015,2.86105737022739,20.1431837283791,genre1,Animation
16,Beauty and the Beast,377350553,25000000,en,26.606,84,7.7,6468,10020,The most beautiful love story ever told.,1991-Nov-13,"[16, 14, 10749, 10751]",G,November,1991,1990-1995,3.28113675426171,19.7486851621771,genre1,Animation
16,Dragon Ball Z: Dead Zone,,,ja,10.442,45,6.4,267,28609,"",1989-Jul-15,"[16, 28]",PG-13,July,1989,1985-1990,2.34583613498836,-Inf,genre1,Animation
16,Watership Down,3713768,1000000,en,8.402,88,7.2,350,11837,"All the world will be your enemy, Prince with a Thousand Enemies, and when they catch you, they will kill you... but first they must catch you.",1978-Oct-14,"[12, 16, 18]",PG,October,1978,1975-1980,2.12846977274719,15.1275575526001,genre2,Animation
16,An American Tail,84542002,9000000,en,10.259,80,6.7,788,4978,"Meet Fievel. In his search to find his family, he discovered America.",1986-Nov-21,"[18, 10751, 16, 12, 10402]",G,November,1986,1985-1990,2.32815536910558,18.2527590339202,genre3,Animation
16,Kubo and the Two Strings,69929545,60000000,en,18.053,102,7.7,2331,313297,The quest begins,2016-Aug-18,"[12, 16, 10751]",PG,August,2016,2015-2020,2.89331187595452,18.0629987931524,genre2,Animation
16,Atlantis: The Lost Empire,186053725,120000000,en,17.167,95,6.9,2912,10865,Atlantis is waiting...,2001-Jun-02,"[16, 10751, 12, 878]",PG,June,2001,2000-2005,2.84298893628879,19.0415460340561,genre1,Animation
16,Barbie and the Diamond Castle,,,en,19.003,78,7.1,445,13004,"",2008-Jan-01,"[16, 10751]",G,January,2008,2005-2010,2.94459686143922,-Inf,genre1,Animation
16,Ghost in the Shell,2287714,,ja,15.527,83,7.9,1670,9323,It found a voice... Now it needs a body.,1995-Nov-18,"[28, 16, 878]",NR,November,1995,1995-2000,2.74258044399903,14.6430636236687,genre2,Animation
16,The Lord of the Rings,30471420,4000000,en,8.222,132,6.5,406,123,Fantasy...beyond your imagination,1978-Nov-15,"[12, 16, 18, 14, 10751]",PG,November,1978,1975-1980,2.10681348847569,17.2322997530923,genre2,Animation
16,Chicken Run,224834564,45000000,en,15.252,84,6.6,2943,7443,This ain't no chick flick. It's poultry in motion.,2000-Jun-21,"[16, 35, 10751]",G,June,2000,2000-2005,2.72471064199532,19.2308754186132,genre1,Animation
16,One Piece Film: Strong World,5.3e+07,,ja,10.619,114,7.5,151,41498,"",2009-Dec-12,"[12, 16, 14]",PG-13,December,2009,2005-2010,2.36264484942171,17.7858024715164,genre2,Animation
16,Kung Fu Panda 3,521170825,145000000,en,18.111,95,6.7,3292,140300,Grab destiny by the rice dumplings.,2016-Jan-23,"[28, 12, 16, 35, 10751]",PG,January,2016,2015-2020,2.8965194884824,20.0715884250557,genre3,Animation
16,Dragon Ball Z: Broly â Second Coming,,,ja,11.036,48,6.5,318,44251,Broly Is Back!,1994-Mar-12,"[28, 16, 878]","",March,1994,1990-1995,2.40116265635504,-Inf,genre2,Animation
16,Alvin and the Chipmunks: Chipwrecked,342695435,75000000,en,16.196,87,5.6,1260,55301,This holiday it's gonna get squeaky.,2011-Dec-14,"[16, 35, 14, 10402, 10751]",G,December,2011,2010-2015,2.78476429816992,19.6523526660675,genre1,Animation
16,Toy Story,373554033,30000000,en,17.966,81,7.9,11754,862,"",1995-Oct-30,"[16, 35, 10751]",G,October,1995,1995-2000,2.88848108280702,19.7385732187406,genre1,Animation
16,The Prince of Egypt,218613188,70000000,en,16.874,99,7.1,2252,9837,The Power Is Real.,1998-Dec-15,"[12, 16, 35, 18, 10402, 10751]",PG,December,1998,1995-2000,2.82577397574344,19.2028144612557,genre2,Animation
16,Ratatouille,623722818,150000000,en,18.715,111,7.7,10284,2062,He's dying to become a chef.,2007-Jun-22,"[16, 35, 10751, 14]",G,June,2007,2005-2010,2.92932534135639,20.2512166257237,genre1,Animation
16,Lady and the Tramp II: Scamp's Adventure,,,en,13.991,69,6.3,756,18269,"",2001-Feb-18,"[16, 10749, 10751]",G,February,2001,2000-2005,2.63841426575115,-Inf,genre1,Animation
16,Dinosaur,354248063,127500000,en,11.927,82,6.4,1376,10567,You have never seen anything like this.,2000-May-19,"[16, 10751]",PG,May,2000,2000-2005,2.47880473759653,19.6855079686302,genre1,Animation
16,Sinbad: Legend of the Seven Seas,80767884,60000000,en,10.72,86,6.8,1106,14411,"",2003-Jul-02,"[12, 16, 35, 10751]",PG,July,2003,2000-2005,2.37211115564266,18.2070899692296,genre2,Animation
16,"South Park: Bigger, Longer & Uncut",78608288,21000000,en,12.449,81,7.1,1608,9473,UH-OH.,1999-Jun-30,"[16, 35, 10402]",R,June,1999,1995-2000,2.52164029839965,18.1799876971331,genre1,Animation
16,Aladdin,504050219,28000000,en,32.041,90,7.6,7447,812,Wish granted!,1992-Nov-25,"[12, 16, 14, 10749, 10751]",G,November,1992,1990-1995,3.46701633269937,20.0381864619448,genre2,Animation
16,Turbo,282570682,135000000,en,13.262,96,6.1,1983,77950,SLO NO MO,2013-Jul-11,"[16, 10751]",PG,July,2013,2010-2015,2.58490280294668,19.4594392790254,genre1,Animation
16,Brave,538983207,185000000,en,30.464,93,6.9,9105,62177,Change your fate.,2012-Jun-21,"[28, 12, 16, 35, 14, 10751]",PG,June,2012,2010-2015,3.41654565860895,20.1051949725438,genre3,Animation
